2012-04-01 12:00,6.8,2.6,320,0
2012-04-02 12:00,12.0,4.5,90,10
2012-04-03 12:00,2.0,6.2,290,10
2012-04-04 12:00,10.9,6.4,230,3
2012-04-05 12:00,10.4,4.8,290,5
2012-04-06 12:00,7.8,7.2,290,2
2012-04-07 12:00,8.1,2.9,290,0
2012-04-08 12:00,15.2,8.6,230,0
2012-04-09 12:00,17.3,3.0,180,0
2012-04-10 12:00,16.7,0.5,70,10
2012-04-11 12:00,12.4,3.1,320,6
2012-04-12 12:00,11.0,5.6,230,8
2012-04-13 12:00,13.7,0.9,320,8
2012-04-14 12:00,12.1,4.2,250,3
2012-04-15 12:00,18.0,3.0,250,3
2012-04-16 12:00,14.1,2.7,270,4
2012-04-17 12:00,16.8,2.6,200,0
2012-04-18 12:00,18.0,2.6,230,9
2012-04-19 12:00,21.5,3.9,50,7
2012-04-20 12:00,21.2,3.8,160,2
2012-04-21 12:00,10.5,7.0,70,10
2012-04-22 12:00,8.8,5.3,200,10
2012-04-23 12:00,13.3,1.8,110,10
2012-04-24 12:00,21.6,1.5,70,4
2012-04-25 12:00,14.1,6.2,70,10
2012-04-26 12:00,14.3,6.2,270,1
2012-04-27 12:00,20.0,5.2,200,4
2012-04-28 12:00,19.7,4.4,250,0
2012-04-29 12:00,22.6,1.7,140,8
2012-04-30 12:00,26.3,4.5,110,0
